MSISDN;Client_Age;Client_Crea;Client_Type;Client_Offer;Geoloc_commune;Geoloc_ville;Geoloc_region;Geoloc_type;Communaute_Role;Communaute_Taille;Profile_1;Profile_2;Profile_3;Voix_Nbj_Activite;Voix_National;Voix_National_Nb;Voix_NbContact_National;Voix_International;Voix_International_Nb;Voix_NbContact_International;Voix_Roaming;Voix_Roaming_Nb;Voix_NbContact_Roaming;SMS_Nbj_Activite;SMS_NB;SMS__Contacts;Data_Nbj_Activite;Data_Volume;Data_2G;Data_3G;Data_4G;Data_Roaming;Reseaux_Sociaux;Web;News;Omoney_Billpay_mnt;Omoney_Billpay_Nbr;Omoney_Cashin_mnt;Omoney_Cashin_Nbr;Omoney_Cashout_mnt;Omoney_Cashout_Nbr;Omoney_merchpay_mnt;Omoney_merchpay_Nbr;Omoney_P2P_mnt;Omoney_P2P_Nbr;Omoney_RC_mnt;Omoney_RC_Nbr;Equipement_Marque;Equipement_Modele;Equipement_Term_Type;Equipement_4G;Equipement_OS;OOP_Telecom;OOP_Glon;OOP_Assurances;OOP_Automobile;OOP_Bank;OOP_Retail;OOP_Hotels;Longitude;Latitude;Long_Ville;Lat_Ville;Long_Region;Lat_Region
474999933;19;14/06/2014;Postpaid_B2B;Postpaid_B2B_offer;Commune_1;Banekane;OUEST;Geoloc_Home;F;30;Foreigners;Cigales;Spending_Voix;9;537;880;73;631;353;37;764;96;4;9;337;17;18;22;10;2;10;10;4;9;6;39136;2;78306;8;90842;6;36759;4;74748;6;61123;10;Sony;Xperia 2;Smartphone;OUI;Android;74301;41248;65131;60687;37061;66756;41212; 10.5751 ; 5.1302 ; 10.5751 ; 5.1302 ;10.45686;6.98414
397999944;72;20/01/2006;Postpaid_B2C;Postpaid_B2B_offer;Commune_1;Batchenga;CENTRE;Geoloc_Home;FB;43;Foreigners;Fourmis;Spending_Data;21;13;470;49;385;216;75;9;72;64;10;409;86;19;6;1;2;3;10;4;8;9;93208;9;67618;5;19905;3;35877;2;70766;4;2737;2;OPPO;F10;Smartphone;NON;Autre;42335;4792;48920;30781;8571;4912;85716; 11.6535 ; 4.2852 ; 11.6465 ; 4.2826 ;11.51645;3.89897
243999966;33;08/06/2017;Prepaid_B2C;Postpaid_B2B_offer;Commune_1;Batié;OUEST;Geoloc_Weekend;LB;57;Foreigners;Cigales;Spending_Messaging;4;142;285;8;390;185;17;38;86;84;19;431;25;20;20;3;7;10;5;5;9;3;6152;1;58702;4;13788;7;69817;2;56170;7;96491;1;Nokia;Lumia 900;Feature Phone;NON;Android;83493;88436;50306;65461;57299;76995;3501; 10.2902 ; 5.3072 ; 10.2902 ; 5.3072 ;10.45686;6.98414
446999937;73;17/07/2011;Postpaid_B2C;Postpaid_B2B_offer;Commune_3;Brigaya;EST;Geoloc_Weekend;F;61;Foreigners;Cigales;Spending_Messaging;13;472;401;9;203;855;52;549;87;12;12;471;25;23;11;6;1;4;1;8;8;1;3203;7;88407;3;11413;6;31262;7;56434;9;86497;10;Samsung;A8;Feature Phone;OUI;Windows;85114;20370;47492;96430;86436;52102;16877; 13.8327 ; 4.6961 ; 13.8327 ; 4.6961 ;13.81931;4.59548
439999938;75;31/07/2017;Prepaid_B2C;Prepaid_B2C_Offer;Commune_1;Bipindi;SUD;Geoloc_Work;L;11;Students;Fourmis;Spending_Messaging;2;506;834;35;648;833;33;536;41;56;30;418;51;29;23;9;6;8;1;2;1;7;78536;7;73744;7;31541;2;67746;10;79225;2;42416;7;Apple;Iphone 6;Smartphone;NON;Autre;99281;60539;83541;72824;67007;11789;58968; 10.4129 ; 3.0896 ; 10.4129 ; 3.0896 ;10.96861;2.86567
12999999;33;31/05/2014;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Mpoloungoue;SUD;Geoloc_Home;F;77;Students;Fourmis;Spending_Messaging;11;622;584;58;818;193;29;955;47;54;12;670;94;18;21;9;4;8;3;8;10;10;19847;7;8329;2;25517;6;54862;7;99468;4;94287;3;Sony;Xperia ZII;Smartphone;OUI;IOS;42092;75672;83430;8728;59876;15647;29873; 9.96741 ; 3.0351 ; 9.96741 ; 3.0351 ;10.96861;2.86567
208999971;20;24/06/2005;Postpaid_B2C;Postpaid_B2C_offer;Commune_1;Ekoumdoum;CENTRE;Geoloc_Weekend;LB;95;Foreigners;Fourmis;Spending_Voix;26;701;899;35;403;447;4;345;95;95;17;776;32;21;21;10;3;8;3;8;6;3;78507;1;56151;8;98328;10;17280;9;28011;3;22756;6;Nokia;Lumia 900;Feature Phone;OUI;Windows;64982;47715;28225;32743;53985;80015;97942; 11.5620 ; 3.7972 ; 11.5620 ; 3.7972 ;11.51645;3.89897
19999998;48;01/09/2011;Prepaid_B2C;Postpaid_B2C_offer;Commune_3;Minta;EST;Geoloc_Home;LB;30;Foreigners;Fourmis;Spending_Voix;9;538;898;66;398;795;87;381;20;47;30;656;19;23;19;10;2;7;5;7;7;2;46273;10;98121;5;2143;6;39952;10;39869;4;44017;8;Samsung;S8;Smartphone;NON;IOS;22007;45419;96546;3065;72379;72041;71530; 12.8328 ; 4.5660 ; 12.8328 ; 4.6810 ;13.81931;4.59548
481999932;40;07/04/2018;Postpaid_B2B;Postpaid_B2B_offer;Commune_1;Meskin;EXTREME NORD;Geoloc_Weekend;F;98;Jeunes;Cigales;Spending_Data;8;127;384;50;343;733;47;278;45;19;24;81;57;23;16;9;2;5;10;5;7;1;49341;1;67748;8;11467;5;29012;8;61829;4;42810;2;Nokia;Nokia 8;Smartphone;NON;Autre;37106;33286;82286;29967;28833;79022;75970; 14.271 ; 10.564 ; 14.271 ; 10.564 ;14.46861;10.7487
390999945;74;20/07/2017;Postpaid_B2C;Postpaid_B2B_offer;Commune_3;Ngaoundal;ADAMAOUA;Geoloc_Weekend;FB;100;Foreigners;Fourmis;Spending_Data;19;147;1000;63;979;834;5;181;29;16;8;290;1;18;21;2;9;10;5;10;8;6;64864;8;77563;5;69606;9;25287;1;37575;6;68755;9;Samsung;Note 9;Smartphone;NON;IOS;29091;42753;73435;71678;77360;78169;99342; 13.2638 ; 6.4642 ; 13.2661 ; 6.4650 ;13.58763;7.16124
432999939;13;18/11/2009;Postpaid_B2B;Prepaid_B2C_Offer;Commune_3;Fongo-Tongo;SUD OUEST;Geoloc_Weekend;Neutral;76;Students;Fourmis;Spending_Voix;4;499;269;50;799;981;56;9;76;39;1;380;21;19;6;4;1;1;8;10;3;9;55635;1;55497;3;1109;1;45952;5;5419;9;14702;6;OPPO;F12;Smartphone;OUI;Android;95183;63245;63292;28795;51216;46187;41134; 9.96986 ; 5.5115 ; 9.96986 ; 5.5115 ;9.314680;4.38596
698999901;39;02/01/2015;Postpaid_B2C;Postpaid_B2B_offer;Commune_2;Bafut;NORD OUEST;Geoloc_Weekend;Neutral;65;Jeunes;Cigales;Spending_Messaging;18;461;105;90;414;657;71;762;87;23;20;840;93;21;22;6;9;7;3;1;1;6;58745;7;27218;2;15275;7;30594;3;45787;4;52954;4;Samsung;S8 Plus;Feature Phone;NON;Windows;44985;23607;97821;9711;17845;37920;59576; 10.1426 ; 6.0735 ; 10.1444 ; 6.0646 ;10.23741;6.08712
425999940;41;14/09/2017;Prepaid_B2C;Prepaid_B2C_Offer;Commune_3;Ngaoui;ADAMAOUA;Geoloc_Home;Neutral;37;Foreigners;Cigales;Spending_Messaging;20;183;827;11;983;444;83;851;32;17;3;961;77;28;21;4;7;10;4;5;10;10;12925;4;1140;8;71055;10;61587;7;85967;1;88945;3;Samsung;A8;Feature Phone;OUI;Autre;35540;70608;87136;98007;83580;97119;82432; 14.9480 ; 6.7486 ; 14.9480 ; 6.7486 ;13.58763;7.16124
348999951;72;14/06/2013;Postpaid_B2C;Postpaid_B2B_offer;Commune_3;Gari-Gombo;EST;Geoloc_Home;Neutral;73;Foreigners;Fourmis;Spending_Messaging;5;471;618;68;732;433;87;102;62;22;20;917;32;30;12;1;9;2;2;2;4;8;48434;3;992;8;16267;7;33970;3;48275;5;782;9;Apple;Iphone SE;Feature Phone;NON;Windows;27480;9678;2365;69975;19116;91344;19866; 15.1162 ; 3.9270 ; 15.1162 ; 3.9270 ;13.81931;4.59548
152999979;60;09/04/2008;Prepaid_B2C;Postpaid_B2B_offer;Commune_1;Ndogkeng;LITTORAL;Geoloc_Weekend;FB;91;Students;Cigales;Spending_Voix;14;763;18;44;710;395;2;159;99;19;17;352;47;23;11;7;3;1;9;5;4;5;7553;9;53425;9;97642;10;38768;9;38531;9;69432;4;Samsung;J7;Smartphone;OUI;Android;68989;70409;46471;49612;40761;13524;59296; 9.84147 ; 4.1602 ; 9.84147 ; 4.1602 ;9.753459;4.07293
488999931;48;22/08/2017;Postpaid_B2B;Postpaid_B2B_offer;Commune_2;Pouma;LITTORAL;Geoloc_Work;Neutral;3;Students;Fourmis;Spending_Voix;16;882;78;81;991;436;86;847;55;76;30;412;66;26;15;3;7;5;10;6;4;3;60193;3;62734;4;42101;10;51506;4;1170;9;973;5;Sony;Xperia AX;Feature Phone;NON;Android;93847;24934;18620;14960;11060;16262;58599; 10.559 ; 3.8707 ; 10.5691 ; 3.8943 ;9.753459;4.07293
537999924;42;16/09/2011;Prepaid_B2C;Postpaid_B2C_offer;Commune_2;kaele;EXTREME NORD;Geoloc_Work;LB;20;Foreigners;Cigales;Spending_Messaging;27;406;637;41;549;630;59;373;8;39;1;947;41;22;6;4;1;1;10;5;9;4;3726;10;70512;6;33096;5;11319;5;71986;9;38095;2;OPPO;F8;Smartphone;OUI;Android;44337;70434;69207;69741;24281;72119;40934; 14.4609 ; 10.107 ; 14.4484 ; 10.103 ;14.46861;10.7487
460999935;35;22/06/2009;Postpaid_B2C;Postpaid_B2B_offer;Commune_1;Kobdombo;EST;Geoloc_Home;Neutral;27;Foreigners;Cigales;Spending_Messaging;29;801;957;73;739;337;90;270;50;69;9;100;15;23;14;4;2;8;4;3;5;9;18866;9;23131;3;67183;9;12591;10;19765;2;37854;3;Sony;Xperia 2;Smartphone;OUI;Autre;90900;47944;76898;98029;36538;69608;9681; 12.7419 ; 4.0450 ; 12.7419 ; 4.0450 ;13.81931;4.59548
33999996;37;01/07/2017;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Mbonso;NORD OUEST;Geoloc_Work;Neutral;77;Foreigners;Fourmis;Spending_Messaging;3;645;33;5;156;292;68;434;34;26;9;911;27;21;9;2;4;3;7;2;7;5;46374;6;77440;4;17822;5;49648;6;84061;8;34088;8;OPPO;F10;Smartphone;NON;Android;67042;50523;65791;33834;17092;46188;61716; 10.9464 ; 6.2614 ; 10.9464 ; 6.2614 ;10.23741;6.08712
306999957;71;28/01/2008;Prepaid_B2C;Postpaid_B2C_offer;Commune_3;Gado-Badzere;EST;Geoloc_Weekend;L;55;Students;Cigales;Spending_Data;24;80;156;49;96;515;20;78;20;3;10;404;62;25;8;3;2;3;8;9;8;8;77400;8;29108;8;49185;5;31478;6;18870;6;22976;7;OPPO;Find 9;Smartphone;NON;Android;98238;2112;87273;53923;35502;7452;78789; 14.4409 ; 5.7448 ; 14.4409 ; 5.7448 ;13.81931;4.59548
502999929;57;20/04/2018;Prepaid_B2C;Postpaid_B2C_offer;Commune_1;Gashiga;NORD;Geoloc_Weekend;L;88;Foreigners;Cigales;Spending_Messaging;5;211;153;90;570;31;23;474;31;24;22;672;22;19;7;2;1;4;2;7;5;8;5456;6;70425;5;95009;1;15460;8;37846;3;58893;3;OPPO;F10;Feature Phone;OUI;IOS;24311;98365;42367;52983;72322;31009;71854; 13.3654 ; 9.4324 ; 13.3654 ; 9.4324 ;13.54680;9.28246
467999934;55;21/01/2014;Postpaid_B2B;Postpaid_B2C_offer;Commune_2;Nkenglikok;CENTRE;Geoloc_Work;Neutral;95;Jeunes;Cigales;Spending_Messaging;10;768;521;79;328;897;90;800;82;9;27;625;22;28;10;1;6;3;8;3;5;8;1396;10;24293;9;61461;4;17185;1;84471;8;91530;1;Sony;Xperia ZII;Feature Phone;OUI;IOS;55906;20362;93616;58830;39702;34658;73138; 11.2045 ; 3.7673 ; 11.2045 ; 3.7673 ;11.51645;3.89897
607999914;13;10/09/2014;Postpaid_B2B;Postpaid_B2C_offer;Commune_1;Makary;EXTREME NORD;Geoloc_Work;LB;99;Jeunes;Cigales;Spending_Voix;20;927;956;95;296;537;2;230;52;83;15;283;12;29;20;6;10;4;7;10;5;3;44551;8;54068;10;82662;9;11486;3;45604;8;63798;6;Apple;Iphone X;Feature Phone;OUI;IOS;46282;42389;54224;18965;94917;70403;79291; 14.4557 ; 12.567 ; 14.4557 ; 12.567 ;14.46861;10.7487
691999902;63;22/05/2014;Postpaid_B2B;Postpaid_B2B_offer;Commune_3;Dziguilao;EXTREME NORD;Geoloc_Weekend;L;84;Jeunes;Fourmis;Spending_Voix;29;365;32;76;799;387;63;655;46;85;11;749;86;25;14;6;2;6;6;10;1;6;69410;5;17206;10;25255;1;93057;2;8473;2;34404;3;Samsung;J7;Feature Phone;NON;Autre;42061;88469;28289;97411;52635;28941;50783; 14.7911 ; 10.015 ; 14.7911 ; 10.015 ;14.46861;10.7487
271999962;74;12/12/2005;Postpaid_B2B;Postpaid_B2C_offer;Commune_3;Abong-Mbang;EST;Geoloc_Weekend;Neutral;73;Foreigners;Cigales;Spending_Messaging;20;966;491;13;407;16;69;565;26;54;3;305;100;30;17;7;1;9;7;7;10;9;23173;6;97224;1;65912;1;16583;1;22944;3;95865;3;Sony;Xperia Z3;Feature Phone;OUI;IOS;60987;70804;99878;46155;22224;48821;7338; 13.1805 ; 3.9995 ; 13.1775 ; 3.9866 ;13.81931;4.59548
439999938;57;04/10/2012;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Demdeng;OUEST;Geoloc_Weekend;Neutral;48;Foreigners;Cigales;Spending_Messaging;5;604;72;1;180;950;1;290;93;89;25;832;92;22;9;4;4;1;9;10;5;9;37607;7;12997;2;90289;2;9604;3;78537;10;70346;10;Samsung;J7;Feature Phone;OUI;Autre;79492;97114;61417;31275;67333;20545;24264; 10.4502 ; 5.3199 ; 10.4502 ; 5.3199 ;10.45686;6.98414
621999912;34;07/11/2008;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Kobdombo;EST;Geoloc_Home;LB;22;Jeunes;Cigales;Spending_Voix;17;39;329;74;593;932;8;179;89;14;18;854;95;27;6;2;1;3;3;8;9;8;79522;8;89985;5;20784;9;99889;4;52706;6;49225;3;OPPO;F10;Smartphone;NON;IOS;85683;3807;2679;77968;57069;14111;37190; 12.7419 ; 4.0450 ; 12.7419 ; 4.0450 ;13.81931;4.59548
572999919;34;02/03/2009;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Bangoua;OUEST;Geoloc_Weekend;LB;69;Students;Cigales;Spending_Voix;20;945;313;78;578;799;71;28;37;84;13;703;32;28;26;7;9;10;10;5;7;8;99022;1;41099;7;40792;8;28368;2;84670;6;94232;2;Samsung;S8;Feature Phone;OUI;Android;33081;26755;64845;65055;65930;72045;53311; 10.4558 ; 5.2134 ; 10.4558 ; 5.2134 ;10.45686;6.98414
285999960;75;18/01/2013;Postpaid_B2B;Postpaid_B2C_offer;Commune_2;Tinto;NORD OUEST;Geoloc_Home;L;44;Foreigners;Fourmis;Spending_Messaging;27;653;426;67;38;143;97;977;20;83;8;274;63;20;26;10;7;9;1;9;2;4;88457;6;16932;5;23201;9;11325;10;34372;2;60102;5;Sony;Xperia ZII;Smartphone;OUI;Windows;63990;67886;28072;54491;81;33459;76470; 9.58069 ; 5.5210 ; 9.58069 ; 5.5210 ;10.23741;6.08712
313999956;17;01/12/2012;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Dizangue;LITTORAL;Geoloc_Weekend;LB;92;Foreigners;Fourmis;Spending_Data;7;911;117;92;348;684;79;640;99;60;18;702;18;23;18;8;8;2;7;6;8;1;47542;6;59209;7;27397;3;91271;2;54521;5;31524;5;Apple;Iphone SE;Smartphone;OUI;Android;13428;18766;72385;75917;40451;16152;3758; 10.0177 ; 3.7486 ; 10.0177 ; 3.8012 ;9.753459;4.07293
586999917;45;11/12/2015;Postpaid_B2C;Postpaid_B2B_offer;Commune_3;Dibombari;LITTORAL;Geoloc_Work;L;69;Jeunes;Cigales;Spending_Data;6;845;356;8;884;744;28;137;14;14;4;90;66;21;5;2;2;1;5;5;6;1;38992;8;94192;8;88278;6;92779;1;22372;9;60366;9;OPPO;F12;Feature Phone;NON;Windows;42351;83277;52354;30902;81433;61429;62403; 9.65555 ; 4.1792 ; 9.65555 ; 4.1792 ;9.753459;4.07293
348999951;24;09/10/2008;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Mbengwi;NORD OUEST;Geoloc_Home;F;74;Jeunes;Fourmis;Spending_Messaging;17;991;593;65;468;429;49;352;89;83;21;837;7;20;14;4;7;3;2;7;1;7;97352;10;87227;4;86664;8;2418;10;50262;2;72314;10;Samsung;Note 9;Feature Phone;NON;Android;17463;5425;82366;23718;41419;17756;30641; 10.0018 ; 6.0068 ; 10.0018 ; 6.0068 ;10.23741;6.08712
495999930;68;23/08/2006;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Kamkop;OUEST;Geoloc_Work;LB;33;Jeunes;Cigales;Spending_Messaging;29;669;567;63;296;166;56;332;14;12;28;823;39;22;12;3;1;8;6;1;1;2;65047;2;57845;5;56910;6;73637;7;45746;2;12414;1;Nokia;Lumia 700;Feature Phone;NON;Windows;68137;12199;25109;95214;6686;33191;61493; 10.3456 ; 845.53 ; 10.3456 ; 425.53 ;10.45686;6.98414
453999936;14;12/11/2013;Prepaid_B2C;Postpaid_B2C_offer;Commune_1;Ekindi;SUD OUEST;Geoloc_Home;FB;54;Students;Fourmis;Spending_Voix;10;261;40;7;735;841;93;370;74;39;31;417;26;28;10;1;8;1;3;7;5;2;52024;10;74738;2;27262;4;44529;6;84986;6;32071;7;Apple;Iphone 6;Smartphone;OUI;Autre;65383;38170;92036;53960;18239;43114;87047; 9.46480 ; 4.5607 ; 9.46480 ; 4.5607 ;9.314680;4.38596
68999991;18;21/04/2015;Postpaid_B2C;Postpaid_B2C_offer;Commune_2;Guirvidig;EXTREME NORD;Geoloc_Work;L;88;Jeunes;Fourmis;Spending_Voix;17;930;461;40;37;735;46;716;98;21;3;239;97;21;24;7;10;7;1;2;7;3;5710;2;15221;5;43392;1;51710;1;23408;1;96316;1;Samsung;S8;Feature Phone;NON;IOS;43950;39223;14625;7269;19720;43300;52849; 14.8349 ; 10.884 ; 14.8349 ; 10.884 ;14.46861;10.7487
600999915;35;29/07/2007;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Olamze;SUD;Geoloc_Weekend;Neutral;60;Foreigners;Fourmis;Spending_Voix;17;666;872;21;794;841;11;520;77;99;4;697;54;19;16;6;2;8;2;8;3;7;45672;7;71146;9;21781;5;64525;1;35691;3;23141;2;Nokia;Lumia 900;Feature Phone;OUI;Autre;86464;85835;74186;96219;1628;23716;2496; 11.0953 ; 2.2120 ; 11.0953 ; 2.2120 ;10.96861;2.86567
40999995;75;13/03/2010;Postpaid_B2C;Postpaid_B2B_offer;Commune_3;Nkoumadjap;SUD;Geoloc_Home;Neutral;8;Foreigners;Cigales;Spending_Voix;17;491;739;58;467;228;68;703;97;41;15;713;65;26;24;10;4;10;9;1;7;7;25919;8;74101;4;34996;7;54033;10;2185;2;95814;10;Sony;Xperia Z3;Feature Phone;NON;Android;95660;93040;49670;52329;97042;31335;21935; 11.9481 ; 3.2003 ; 11.9481 ; 3.2003 ;10.96861;2.86567
327999954;49;02/04/2011;Postpaid_B2B;Prepaid_B2C_Offer;Commune_2;Bipindi;SUD;Geoloc_Home;LB;51;Foreigners;Fourmis;Spending_Messaging;9;933;463;61;535;774;63;293;28;61;11;870;4;23;23;9;4;10;6;6;10;9;92053;7;79052;5;31415;9;55577;4;95409;5;16797;8;Sony;Xperia AX;Smartphone;OUI;Android;38692;13015;3450;21300;63064;13275;69721; 10.4129 ; 3.0896 ; 10.4129 ; 3.0896 ;10.96861;2.86567
12999999;71;04/04/2011;Postpaid_B2B;Postpaid_B2B_offer;Commune_1;Mbakwa;SUD OUEST;Geoloc_Home;Neutral;13;Jeunes;Fourmis;Spending_Voix;27;956;401;95;372;781;10;983;87;86;12;106;29;30;15;8;6;1;6;6;9;4;59316;2;41089;7;50781;10;5320;3;85517;10;75600;1;Sony;Xperia ZII;Feature Phone;NON;Windows;86259;56290;30664;25052;61716;39147;95727; 9.43200 ; 4.9851 ; 9.43200 ; 4.9851 ;9.314680;4.38596
103999986;40;26/12/2011;Postpaid_B2B;Postpaid_B2C_offer;Commune_3;Azem;SUD;Geoloc_Weekend;Neutral;98;Students;Cigales;Spending_Messaging;15;382;232;35;306;248;60;245;7;26;25;308;49;25;27;10;10;7;7;5;10;6;99305;5;57251;2;70296;3;8596;9;31984;8;80137;4;Nokia;Nokia 8;Smartphone;OUI;Windows;85619;13246;32995;30097;76804;91832;67613; 11.1134 ; 2.8805 ; 11.1134 ; 2.8805 ;10.96861;2.86567
628999911;62;08/09/2009;Prepaid_B2C;Prepaid_B2C_Offer;Commune_2;Afanoya;CENTRE;Geoloc_Home;F;96;Foreigners;Fourmis;Spending_Data;30;790;270;40;730;556;23;453;72;12;7;745;30;20;20;6;10;4;9;6;2;10;74162;9;99399;7;7550;7;14044;10;54573;10;7678;8;Samsung;S8;Smartphone;OUI;Windows;75924;23566;50935;72585;61615;59339;95944; 11.4704 ; 3.7565 ; 11.4704 ; 3.7565 ;11.51645;3.89897
166999977;54;24/06/2010;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Ebal;NORD OUEST;Geoloc_Weekend;FB;78;Foreigners;Cigales;Spending_Voix;1;459;621;84;143;295;20;451;66;59;9;47;95;23;9;1;5;3;10;9;6;1;14497;6;7012;4;38105;7;325;6;72930;6;33420;6;Apple;Iphone 6;Feature Phone;OUI;IOS;85006;51345;73354;33117;36133;52398;73831; 10.4708 ; 6.1324 ; 10.4708 ; 6.1324 ;10.23741;6.08712
600999915;34;13/07/2007;Prepaid_B2C;Postpaid_B2C_offer;Commune_1;Ekali;CENTRE;Geoloc_Home;F;91;Jeunes;Fourmis;Spending_Messaging;5;818;275;79;793;214;18;557;26;77;28;345;36;24;8;1;3;4;6;1;8;5;31060;5;24805;3;92476;7;41638;6;37105;3;51693;4;OPPO;Find 9;Feature Phone;OUI;Autre;57161;65130;32585;12048;83507;64237;41879; 11.5411 ; 3.6342 ; 11.5411 ; 3.6342 ;11.51645;3.89897
558999921;50;26/05/2006;Postpaid_B2B;Prepaid_B2C_Offer;Commune_1;Messamena;EST;Geoloc_Work;FB;33;Students;Cigales;Spending_Data;27;235;516;1;857;675;52;204;56;59;14;732;78;28;21;10;9;2;10;3;8;4;20738;6;53089;5;83096;6;48035;3;49552;6;76653;3;Samsung;A8;Feature Phone;OUI;Android;196;83215;17487;78214;13554;57964;79794; 12.8286 ; 3.7356 ; 12.8286 ; 3.7356 ;13.81931;4.59548
488999931;39;21/09/2013;Postpaid_B2C;Postpaid_B2B_offer;Commune_2;Nguem;EST;Geoloc_Work;FB;11;Jeunes;Fourmis;Spending_Voix;22;724;951;21;123;583;81;466;65;27;19;798;2;23;4;2;1;1;6;7;5;10;50177;1;93083;5;31172;2;73570;4;92265;9;82106;1;OPPO;Find 9;Feature Phone;OUI;Android;19543;14570;79732;2481;98750;45124;54146; 13.1302 ; 4.6096 ; 13.1302 ; 4.6096 ;13.81931;4.59548
257999964;42;25/10/2014;Postpaid_B2C;Postpaid_B2C_offer;Commune_2;Nkong-Zem;OUEST;Geoloc_Weekend;F;76;Jeunes;Cigales;Spending_Voix;28;227;29;68;26;267;82;525;29;83;7;706;23;23;21;9;3;9;1;4;3;2;90704;1;91604;5;84144;2;10866;2;48544;8;40219;1;Sony;Xperia Z3;Feature Phone;OUI;Autre;9795;96471;99575;43758;15471;69318;70803; 10.1364 ; 5.5126 ; 10.1364 ; 5.5126 ;10.45686;6.98414
516999927;51;01/03/2014;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Evodoula;CENTRE;Geoloc_Home;Neutral;78;Foreigners;Cigales;Spending_Voix;14;960;615;27;875;507;19;30;23;23;10;61;4;22;5;1;1;3;6;7;1;10;96647;1;39259;7;33614;5;47980;8;95313;4;99742;4;OPPO;F8;Smartphone;NON;Windows;41559;4220;80988;77436;7395;21343;94817; 11.1956 ; 4.0974 ; 11.1956 ; 4.0974 ;11.51645;3.89897
607999914;25;04/09/2008;Prepaid_B2C;Prepaid_B2C_Offer;Commune_3;Ekabita-Essele;CENTRE;Geoloc_Work;LB;62;Foreigners;Cigales;Spending_Data;2;257;630;78;612;821;77;511;29;58;13;151;54;29;18;10;7;1;2;3;6;8;4119;4;8070;3;32166;8;62292;8;44574;10;73055;9;Nokia;Lumia 900;Smartphone;NON;IOS;46688;66425;16883;60807;14120;61903;46740; 11.5506 ; 4.0780 ; 11.5506 ; 4.0780 ;11.51645;3.89897
47999994;39;08/11/2014;Postpaid_B2C;Postpaid_B2C_offer;Commune_1;Mekouda;CENTRE;Geoloc_Weekend;FB;82;Jeunes;Cigales;Spending_Data;26;44;517;24;302;601;89;451;55;84;20;413;88;18;21;9;6;6;7;8;7;5;79892;5;75813;9;10189;6;72715;7;70646;1;27725;2;Nokia;Lumia 700;Smartphone;NON;Android;42979;91151;52061;87611;3182;52055;77714; 12.2116 ; 3.8847 ; 12.2116 ; 3.8847 ;11.51645;3.89897
166999977;26;15/06/2017;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Longtimbi;EST;Geoloc_Home;FB;90;Jeunes;Cigales;Spending_Messaging;19;970;904;13;762;541;17;324;41;98;18;87;39;26;20;8;4;8;9;6;6;6;21349;3;64843;1;55337;8;16387;10;35645;5;84074;5;Samsung;J7;Feature Phone;OUI;Android;45798;83014;44467;56451;73389;75098;83651; 13.6205 ; 4.4727 ; 13.6205 ; 4.4727 ;13.81931;4.59548
194999973;63;28/04/2011;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Balaza;EXTREME NORD;Geoloc_Weekend;FB;25;Students;Fourmis;Spending_Data;5;354;957;95;818;47;53;531;18;18;2;509;73;28;14;7;6;1;2;5;8;4;51120;6;56396;9;50442;6;99371;3;78770;2;26216;7;Samsung;Note 9;Feature Phone;NON;IOS;66150;80737;12038;16995;5612;69511;61672; 14.4781 ; 10.695 ; 14.4781 ; 10.695 ;14.46861;10.7487
138999981;54;21/08/2011;Postpaid_B2C;Prepaid_B2C_Offer;Commune_1;Song-Bong;CENTRE;Geoloc_Weekend;L;21;Students;Fourmis;Spending_Data;19;941;631;46;487;899;47;103;39;73;25;264;42;26;17;9;3;5;5;10;7;1;14157;2;78599;9;92731;2;37414;9;17130;6;87387;4;Sony;Xperia AX;Smartphone;OUI;Android;47228;59615;85567;35111;19119;90982;54654; 10.5247 ; 3.4575 ; 10.5247 ; 3.4575 ;11.51645;3.89897
397999944;17;06/01/2006;Postpaid_B2B;Postpaid_B2C_offer;Commune_1;Batchenga;CENTRE;Geoloc_Weekend;L;79;Students;Cigales;Spending_Data;10;778;448;63;747;983;49;136;62;41;19;741;83;24;5;1;3;1;10;1;10;3;11000;6;63957;2;68588;7;11647;8;46488;3;52672;6;Samsung;A8;Feature Phone;NON;Android;18306;71661;62786;67061;57781;60548;25462; 11.6535 ; 4.2852 ; 11.6465 ; 4.2826 ;11.51645;3.89897
